ticket_id,account_id,subject,category,status,priority,created_at,resolved_at,csat_score
1940,171,Quality clear politics none tree ball reflect.,technical,resolved,medium,2026-05-17 22:53:33,2026-05-20 05:53:33,2.0
1941,122,Consider course woman business.,feature_request,resolved,medium,2026-05-17 22:55:58,2026-05-19 20:55:58,4.0
1942,185,Air every teach debate the force clear deal.,feature_request,resolved,low,2026-05-17 23:02:49,2026-05-22 08:02:49,5.0
1943,451,Management east cultural run right purpose.,billing,resolved,medium,2026-05-17 22:46:11,2026-05-19 10:46:11,5.0
1944,276,Building water particularly tax ten conference.,billing,in_progress,medium,2026-05-17 22:59:26,,
1945,239,Speech little across with recognize must travel himself.,onboarding,resolved,medium,2026-05-17 22:47:29,2026-05-20 07:47:29,3.0
1946,495,Amount born she interview health stop.,feature_request,in_progress,high,2026-05-17 22:58:55,,
1947,218,Us use hotel open son.,billing,resolved,medium,2026-05-17 23:03:04,2026-05-20 15:03:04,5.0
1948,25,Sell choose thus pass a.,feature_request,resolved,high,2026-05-17 23:03:16,2026-05-18 20:03:16,4.0
1949,124,Development senior onto they figure.,billing,in_progress,medium,2026-05-17 22:48:27,,
1950,198,Eat determine animal child decide.,feature_request,resolved,low,2026-05-17 22:59:02,2026-05-23 05:59:02,5.0
1951,177,Firm although what know finish already pattern big.,billing,resolved,medium,2026-05-17 22:51:56,2026-05-18 06:51:56,5.0
1952,293,Blue service bit energy right.,billing,open,medium,2026-05-17 22:47:45,,
1953,141,Kind also able time card budget task.,billing,closed,high,2026-05-17 22:56:43,2026-05-18 16:56:43,4.0
1954,420,Return piece seven into old model.,billing,in_progress,high,2026-05-17 22:55:45,,
1955,292,Child identify site hair.,technical,resolved,high,2026-05-17 22:52:35,2026-05-18 15:52:35,5.0
1956,325,List perhaps good boy third some candidate.,billing,resolved,low,2026-05-17 22:49:02,2026-05-19 23:49:02,4.0
1957,302,He head model fund.,technical,closed,medium,2026-05-17 22:44:04,2026-05-18 13:44:04,3.0
1958,176,Herself than big will discussion letter rise.,billing,resolved,low,2026-05-17 22:54:24,2026-05-22 03:54:24,5.0
1959,469,Eight yard statement south.,technical,in_progress,medium,2026-05-17 22:53:13,,
1960,119,Personal scene central health pull name.,onboarding,in_progress,medium,2026-05-17 22:51:18,,
1961,103,Director others how minute.,onboarding,resolved,medium,2026-05-17 22:54:35,2026-05-18 17:54:35,1.0
1962,260,Behind expect executive water explain laugh.,technical,open,medium,2026-05-17 22:57:55,,
1963,99,Table item down officer would.,billing,closed,medium,2026-05-17 22:51:15,2026-05-18 08:51:15,3.0
1964,84,Recent cover PM as treatment lead computer.,billing,resolved,high,2026-05-17 22:58:21,2026-05-18 14:58:21,5.0
1965,341,Contain effort room front on begin over more.,technical,in_progress,medium,2026-05-17 22:44:11,,
1966,25,National lay like respond.,feature_request,resolved,medium,2026-05-17 22:50:33,2026-05-20 07:50:33,3.0
1967,385,Born environmental establish light trade.,onboarding,open,medium,2026-05-17 22:42:15,,
1968,403,Write nothing charge at.,billing,resolved,medium,2026-05-17 22:46:34,2026-05-20 22:46:34,5.0
1969,467,Memory many almost more list tell pick.,technical,in_progress,low,2026-05-17 22:56:18,,
1970,1,Party kid fish step.,feature_request,in_progress,medium,2026-05-17 22:40:34,,
1971,212,Enough raise believe our police mention police who.,billing,open,medium,2026-05-17 23:00:18,,
1972,396,Herself explain after Congress business.,billing,open,low,2026-05-17 22:51:00,,
1973,78,Matter must huge medical should should.,onboarding,resolved,low,2026-05-17 22:42:38,2026-05-24 08:42:38,3.0
1974,243,Break whole federal environment go interest together hope.,feature_request,open,high,2026-05-17 23:03:03,,
1975,59,State man four record.,onboarding,resolved,medium,2026-05-17 22:43:41,2026-05-19 18:43:41,4.0
1976,402,Statement sure top organization.,technical,open,low,2026-05-17 23:01:16,,
1977,466,First set senior speak lose ten especially.,technical,resolved,medium,2026-05-17 22:48:42,2026-05-20 15:48:42,5.0
1978,372,Usually blood person western return difficult.,technical,resolved,low,2026-05-17 22:50:46,2026-05-20 07:50:46,3.0
1979,480,On message peace certainly base clear.,onboarding,closed,high,2026-05-17 22:49:40,2026-05-18 10:49:40,2.0
1980,268,Month sea reason nature fear benefit pull.,technical,resolved,high,2026-05-17 22:49:18,2026-05-18 19:49:18,5.0
1981,73,Describe loss visit couple.,technical,in_progress,high,2026-05-17 22:46:54,,
1982,389,Among catch school good tell first.,technical,in_progress,medium,2026-05-17 22:43:34,,
1983,193,Clear yourself institution.,onboarding,open,critical,2026-05-17 22:49:43,,
1984,414,Voice radio fly cause some pick issue.,billing,resolved,high,2026-05-17 22:55:27,2026-05-18 14:55:27,4.0
1985,36,Suffer four might experience east.,onboarding,in_progress,low,2026-05-17 22:57:13,,
1986,238,Per stuff everybody responsibility.,feature_request,in_progress,medium,2026-05-17 22:40:45,,
1987,468,Million responsibility treatment national.,feature_request,resolved,high,2026-05-17 22:53:37,2026-05-18 15:53:37,4.0
1988,480,Anyone ability everything center.,feature_request,closed,medium,2026-05-17 22:41:11,2026-05-20 04:41:11,4.0
1989,348,After part participant wear.,billing,resolved,low,2026-05-17 22:52:21,2026-05-23 06:52:21,5.0
1990,311,Bag least view.,billing,resolved,medium,2026-05-17 22:44:37,2026-05-18 13:44:37,5.0
1991,234,Moment find know community.,technical,closed,low,2026-05-17 22:53:01,2026-05-22 01:53:01,5.0
1992,463,Environmental investment hospital bit realize answer shake.,technical,open,high,2026-05-17 22:40:14,,
1993,338,Over affect movie sport hour soldier unit.,technical,resolved,critical,2026-05-17 22:56:44,2026-05-18 02:56:44,3.0
1994,383,Student open natural current.,billing,resolved,medium,2026-05-17 22:57:17,2026-05-19 16:57:17,5.0
1995,12,Generation he party probably.,onboarding,closed,medium,2026-05-17 22:44:58,2026-05-20 22:44:58,4.0
1996,354,Fight side shoulder hotel room among mouth.,technical,closed,high,2026-05-17 22:56:18,2026-05-18 13:56:18,4.0
1997,488,Thus company father health Republican.,technical,closed,high,2026-05-17 22:52:28,2026-05-18 08:52:28,3.0
1998,419,Reason light season question what.,feature_request,in_progress,high,2026-05-17 22:48:32,,
1999,93,Rather trip although conference country break still.,feature_request,resolved,medium,2026-05-17 22:51:17,2026-05-20 02:51:17,5.0
2000,156,Our upon best any describe reason PM.,onboarding,resolved,low,2026-05-17 22:47:31,2026-05-20 01:47:31,4.0
2001,496,Already sound issue television lawyer.,feature_request,in_progress,medium,2026-05-17 23:01:53,,
2002,484,Benefit person town number left amount real.,feature_request,resolved,high,2026-05-17 22:43:16,2026-05-18 02:43:16,5.0
2003,367,Executive shake situation my style.,feature_request,resolved,high,2026-05-17 23:00:08,2026-05-18 05:00:08,5.0
2004,251,Force true voice happy now real population.,billing,closed,medium,2026-05-17 23:00:36,2026-05-19 19:00:36,2.0
2005,88,Remember instead statement serve.,feature_request,open,low,2026-05-17 22:52:52,,
2006,16,Even me can national move.,onboarding,open,low,2026-05-17 22:58:14,,
2007,42,Risk question down international cold fund financial.,feature_request,open,high,2026-05-17 22:40:33,,
2008,178,White dark bank few sort world reach.,onboarding,resolved,low,2026-05-17 22:59:03,2026-05-23 03:59:03,4.0
2009,366,Around end interview add.,onboarding,open,high,2026-05-17 22:46:08,,
2010,395,Reduce event growth when player.,onboarding,resolved,medium,2026-05-17 22:56:44,2026-05-19 08:56:44,4.0
2011,181,Open hospital live read consumer media not.,billing,resolved,medium,2026-05-17 22:59:32,2026-05-19 04:59:32,3.0
2012,161,Prepare goal unit even small simply.,billing,resolved,medium,2026-05-17 22:58:03,2026-05-18 08:58:03,2.0
2013,447,Brother himself citizen president audience huge.,feature_request,in_progress,low,2026-05-17 22:57:23,,
2014,75,Get issue sign audience try hot.,technical,in_progress,medium,2026-05-17 22:52:07,,
2015,11,How significant population spring hospital personal.,onboarding,closed,high,2026-05-17 22:40:19,2026-05-18 21:40:19,5.0
2016,119,View throw would relate body.,onboarding,closed,medium,2026-05-17 23:00:03,2026-05-18 10:00:03,4.0
2017,500,Wife laugh second seem another.,billing,in_progress,low,2026-05-17 22:54:34,,
2018,120,Accept land little western company media discussion military.,feature_request,resolved,medium,2026-05-17 22:58:45,2026-05-19 22:58:45,5.0
2019,468,These within great management food.,onboarding,resolved,medium,2026-05-17 23:01:22,2026-05-19 15:01:22,5.0
2020,289,Cultural individual maybe financial my.,feature_request,resolved,high,2026-05-17 22:44:29,2026-05-18 12:44:29,2.0
2021,356,Choice year accept audience drop.,feature_request,closed,medium,2026-05-17 22:50:19,2026-05-20 04:50:19,3.0
2022,398,Our investment instead current show glass red.,feature_request,closed,medium,2026-05-17 22:52:27,2026-05-19 12:52:27,4.0
2023,198,Want owner hotel energy.,onboarding,in_progress,medium,2026-05-17 22:47:46,,
2024,287,Compare floor open after change issue make.,technical,closed,low,2026-05-17 22:46:36,2026-05-23 12:46:36,1.0
2025,34,Should bar get protect official learn.,billing,closed,low,2026-05-17 22:48:31,2026-05-20 20:48:31,4.0
2026,475,Age listen personal through.,technical,closed,medium,2026-05-17 22:48:58,2026-05-20 03:48:58,5.0
2027,18,Close specific try administration memory remember happy month.,technical,in_progress,medium,2026-05-17 22:57:12,,
2028,19,West to return enjoy create student strategy.,technical,resolved,high,2026-05-17 22:45:07,2026-05-18 17:45:07,5.0
2029,394,Environmental service course live collection always thus.,technical,in_progress,critical,2026-05-17 22:41:41,,
2030,49,Politics president during none treatment.,feature_request,resolved,low,2026-05-17 22:53:12,2026-05-20 10:53:12,5.0
2031,409,Account west run sister.,billing,closed,medium,2026-05-17 22:47:16,2026-05-19 14:47:16,4.0
2032,263,Finish piece before maintain management to performance.,feature_request,open,medium,2026-05-17 22:44:52,,
2033,241,Maintain popular well whom my foreign.,onboarding,resolved,high,2026-05-17 22:40:36,2026-05-18 18:40:36,5.0
2034,108,Less listen career lay build.,technical,in_progress,medium,2026-05-17 22:56:43,,
2035,424,Able attack media kitchen sometimes avoid focus environment.,technical,resolved,low,2026-05-17 23:03:17,2026-05-22 17:03:17,5.0
2036,321,Prepare policy it expect lead.,technical,in_progress,low,2026-05-17 22:54:46,,
2037,167,Traditional yard shoulder hold fill.,billing,resolved,high,2026-05-17 22:49:34,2026-05-18 22:49:34,4.0
2038,197,Whether yourself risk involve give shoulder full lawyer.,technical,closed,critical,2026-05-17 22:40:09,2026-05-18 06:40:09,4.0
2039,102,Thousand certainly something others brother.,billing,in_progress,high,2026-05-17 22:47:57,,
2040,376,Seem air bill table finally.,onboarding,resolved,critical,2026-05-17 22:57:04,2026-05-18 04:57:04,5.0
2041,39,Red from back enough police fill career.,feature_request,in_progress,high,2026-05-17 22:55:35,,
2042,4,Among almost form.,billing,open,critical,2026-05-17 22:40:19,,
2043,441,Rate write side history word probably increase.,technical,open,medium,2026-05-17 22:48:06,,
2044,328,Thought product rise perform cut.,billing,resolved,high,2026-05-17 22:48:10,2026-05-18 04:48:10,1.0
2045,425,Stuff notice traditional more some story.,feature_request,resolved,critical,2026-05-17 22:54:45,2026-05-18 06:54:45,5.0
2046,84,Great specific man stop.,feature_request,resolved,medium,2026-05-17 22:56:05,2026-05-20 19:56:05,2.0
2047,426,Adult fund property effect too.,onboarding,resolved,critical,2026-05-17 23:01:03,2026-05-18 01:01:03,5.0
2048,281,Worker will I.,feature_request,closed,medium,2026-05-17 22:48:20,2026-05-19 04:48:20,4.0
2049,3,Provide today generation music.,feature_request,open,high,2026-05-17 22:56:02,,
2050,315,In help guess purpose might sound world.,billing,resolved,high,2026-05-17 22:53:42,2026-05-18 12:53:42,5.0
2051,17,Wrong to degree movement hair.,billing,closed,medium,2026-05-17 22:39:19,2026-05-20 15:39:19,5.0
2052,303,Include street add number stay civil what.,technical,resolved,high,2026-05-17 22:39:40,2026-05-18 15:39:40,5.0
2053,311,Wide policy account attack.,billing,closed,medium,2026-05-17 22:47:05,2026-05-19 03:47:05,3.0
2054,79,Leave seem benefit decide resource tend.,billing,open,medium,2026-05-17 22:56:57,,
2055,366,Week main specific show and.,billing,resolved,medium,2026-05-17 22:49:55,2026-05-18 18:49:55,4.0
2056,300,Save fall line course especially compare.,technical,open,low,2026-05-17 22:58:03,,
2057,343,Political school another.,billing,resolved,medium,2026-05-17 22:50:39,2026-05-20 15:50:39,5.0
2058,379,Door attorney pretty goal return show.,onboarding,resolved,medium,2026-05-17 22:50:17,2026-05-19 21:50:17,4.0
2059,478,Sport free listen bar any police collection seven.,onboarding,resolved,low,2026-05-17 22:46:00,2026-05-20 04:46:00,1.0
2060,220,Generation plant history while side customer suffer five.,technical,resolved,high,2026-05-17 22:43:11,2026-05-18 04:43:11,3.0
2061,141,Send training never true class trip.,technical,in_progress,critical,2026-05-17 22:58:41,,
2062,352,Show ago cold cost.,billing,resolved,critical,2026-05-17 22:52:23,2026-05-18 06:52:23,5.0
2063,408,Speech law head institution.,technical,resolved,high,2026-05-17 22:39:40,2026-05-18 13:39:40,4.0
2064,278,Less dog everything authority bad small.,technical,open,low,2026-05-17 23:01:00,,
2065,358,Approach what own data religious.,feature_request,resolved,low,2026-05-17 22:57:37,2026-05-21 11:57:37,2.0
2066,73,Feeling behavior down training admit win business.,technical,resolved,high,2026-05-17 23:01:46,2026-05-18 13:01:46,1.0
2067,215,Method hair can style television.,billing,in_progress,medium,2026-05-17 22:40:05,,
2068,141,Off man fight language pull small country.,billing,closed,medium,2026-05-17 22:47:08,2026-05-20 12:47:08,4.0
2069,296,Public art able end base teach girl product.,technical,resolved,low,2026-05-17 22:50:50,2026-05-24 02:50:50,4.0
2070,483,Wonder just education ok stay trial its.,billing,resolved,low,2026-05-17 23:02:44,2026-05-24 18:02:44,5.0
2071,99,Raise small soldier wear wonder small provide.,technical,resolved,high,2026-05-17 22:43:48,2026-05-18 11:43:48,4.0
2072,482,Cup investment course threat one speak woman.,feature_request,resolved,medium,2026-05-17 22:57:44,2026-05-19 04:57:44,4.0
2073,218,Than music skill benefit decade knowledge.,technical,resolved,low,2026-05-17 23:02:09,2026-05-24 20:02:09,5.0
2074,198,Quickly theory cut hit arm certainly.,feature_request,in_progress,critical,2026-05-17 22:49:40,,
2075,411,Single west result concern nearly it Congress.,billing,in_progress,high,2026-05-17 22:57:30,,
2076,187,Difference hit computer apply wear edge laugh.,onboarding,resolved,medium,2026-05-17 22:56:05,2026-05-20 19:56:05,4.0
2077,153,Training two scientist.,onboarding,resolved,critical,2026-05-17 23:00:25,2026-05-18 07:00:25,5.0
2078,154,Site try debate safe method hope.,billing,closed,medium,2026-05-17 22:59:33,2026-05-19 20:59:33,5.0
2079,314,Price practice term music fall else style.,technical,resolved,medium,2026-05-17 22:56:59,2026-05-18 13:56:59,3.0
2080,212,Million whom eat maintain.,technical,resolved,low,2026-05-17 22:41:29,2026-05-23 20:41:29,2.0
2081,471,Remember thus second history really.,technical,resolved,low,2026-05-17 23:02:02,2026-05-20 23:02:02,3.0
2082,99,Writer church different.,feature_request,closed,high,2026-05-17 23:01:30,2026-05-18 13:01:30,4.0
2083,296,Available end people mention move off decision people.,feature_request,in_progress,critical,2026-05-17 22:48:26,,
2084,437,He stop act we seven smile computer.,feature_request,resolved,high,2026-05-17 23:01:46,2026-05-18 21:01:46,3.0
2085,41,Serious avoid interview.,billing,in_progress,medium,2026-05-17 22:47:03,,
2086,112,Machine season between anything lawyer system.,feature_request,closed,medium,2026-05-17 22:43:14,2026-05-19 21:43:14,4.0
2087,433,Cost on may look.,feature_request,resolved,high,2026-05-17 23:02:23,2026-05-18 16:02:23,4.0
2088,498,Heart agent leave any.,technical,open,medium,2026-05-17 22:39:40,,
2089,169,Anyone carry out human give.,feature_request,resolved,medium,2026-05-17 22:52:45,2026-05-18 18:52:45,1.0
2090,228,War rule exist or our amount these able.,onboarding,open,medium,2026-05-17 22:53:15,,
2091,417,Cup available interview whom general wait both.,technical,resolved,low,2026-05-17 22:41:07,2026-05-21 17:41:07,5.0
2092,421,Three enjoy project moment will stock sense.,technical,in_progress,medium,2026-05-17 22:50:48,,
2093,452,Situation finish manage record yard without.,onboarding,resolved,high,2026-05-17 22:49:23,2026-05-18 14:49:23,2.0
2094,77,Economy assume shoulder doctor beyond now.,billing,closed,low,2026-05-17 23:00:23,2026-05-20 07:00:23,4.0
2095,410,Send choice woman focus fund.,onboarding,resolved,critical,2026-05-17 22:41:48,2026-05-18 05:41:48,5.0
2096,48,Leave large responsibility heart ask some air.,feature_request,resolved,medium,2026-05-17 22:46:06,2026-05-19 22:46:06,5.0
2097,282,Especially national bed like.,billing,closed,critical,2026-05-17 22:44:53,2026-05-18 05:44:53,5.0
2098,133,Keep ask person author everybody.,technical,in_progress,low,2026-05-17 23:00:51,,
2099,8,Assume from office pay everybody chance church.,technical,in_progress,high,2026-05-17 22:54:47,,
2100,99,Point anything human red impact.,billing,resolved,medium,2026-05-17 22:43:07,2026-05-20 22:43:07,4.0
2101,397,Along where between class.,onboarding,resolved,low,2026-05-17 22:50:33,2026-05-19 13:50:33,1.0
2102,82,Research news door term.,billing,resolved,high,2026-05-17 22:55:20,2026-05-18 04:55:20,3.0
2103,178,Away executive agree top country study reason ready.,technical,resolved,critical,2026-05-17 22:49:29,2026-05-18 06:49:29,2.0
2104,322,Certain actually appear employee investment.,onboarding,resolved,low,2026-05-17 22:40:35,2026-05-24 03:40:35,5.0
2105,132,Always doctor politics fly agency.,billing,open,low,2026-05-17 23:01:47,,
2106,332,Happy past sing.,onboarding,open,medium,2026-05-17 22:46:58,,
2107,91,Firm push dark none reflect money building billion.,onboarding,in_progress,medium,2026-05-17 22:44:03,,
2108,419,Place seven research floor church right describe.,feature_request,resolved,medium,2026-05-17 22:49:03,2026-05-19 20:49:03,3.0
2109,400,Trial campaign fire.,technical,closed,low,2026-05-17 22:47:04,2026-05-22 22:47:04,5.0
2110,192,Knowledge simple fill thing peace fact.,billing,resolved,medium,2026-05-17 22:39:31,2026-05-20 08:39:31,5.0
2111,338,Partner full program either finally allow management.,billing,closed,medium,2026-05-17 22:58:05,2026-05-19 03:58:05,4.0
2112,291,Affect list full he.,billing,resolved,low,2026-05-17 22:59:52,2026-05-22 21:59:52,4.0
2113,195,Mission camera find bill industry young throw.,onboarding,resolved,medium,2026-05-17 23:02:13,2026-05-18 11:02:13,3.0
2114,50,Experience hot leader animal audience or Republican street.,billing,resolved,low,2026-05-17 22:45:23,2026-05-22 19:45:23,4.0
2115,121,Song raise day turn do lose whatever television.,feature_request,open,medium,2026-05-17 22:41:11,,
2116,35,World base though.,technical,resolved,low,2026-05-17 22:40:31,2026-05-24 17:40:31,3.0
2117,447,Kid rate how home call.,onboarding,resolved,medium,2026-05-17 22:44:33,2026-05-18 17:44:33,5.0
2118,152,Happy citizen art fact image.,feature_request,resolved,high,2026-05-17 22:53:08,2026-05-18 13:53:08,3.0
2119,22,Beat pass believe painting on.,onboarding,resolved,high,2026-05-17 22:59:04,2026-05-18 09:59:04,4.0
2120,358,West ask box outside fact political.,technical,resolved,low,2026-05-17 22:46:43,2026-05-20 21:46:43,5.0
2121,477,Hope follow institution follow or little.,feature_request,resolved,medium,2026-05-17 22:46:42,2026-05-19 20:46:42,3.0
2122,278,Through program pattern single.,onboarding,resolved,critical,2026-05-17 22:54:50,2026-05-18 04:54:50,4.0
2123,392,Smile gas series six century safe.,billing,resolved,medium,2026-05-17 22:49:24,2026-05-19 11:49:24,5.0
2124,428,Rule return prevent detail adult tax.,technical,resolved,high,2026-05-17 22:45:34,2026-05-18 10:45:34,3.0
2125,5,Political hospital open candidate.,technical,in_progress,medium,2026-05-17 22:58:58,,
2126,487,Sometimes charge bar business value.,billing,resolved,high,2026-05-17 22:43:59,2026-05-18 11:43:59,5.0
2127,371,Instead a charge fall.,billing,closed,medium,2026-05-17 23:02:56,2026-05-18 23:02:56,1.0
2128,288,Whose laugh her authority.,onboarding,resolved,low,2026-05-17 22:49:09,2026-05-20 09:49:09,3.0
2129,218,Tough authority return leave economy.,onboarding,in_progress,medium,2026-05-17 22:41:24,,
2130,253,Behind pass I purpose.,technical,resolved,low,2026-05-17 22:50:47,2026-05-21 09:50:47,4.0
2131,296,Exist range occur boy raise national doctor.,onboarding,resolved,high,2026-05-17 22:48:56,2026-05-18 17:48:56,4.0
2132,490,Tend staff through.,onboarding,resolved,medium,2026-05-17 22:48:26,2026-05-19 17:48:26,5.0
2133,377,Official policy case author foreign staff.,feature_request,resolved,critical,2026-05-17 23:02:27,2026-05-18 04:02:27,3.0
2134,369,Significant may analysis deal type.,technical,open,critical,2026-05-17 22:42:43,,
2135,270,Either data their read.,feature_request,resolved,medium,2026-05-17 23:02:28,2026-05-19 13:02:28,4.0
2136,311,Piece benefit start conference natural life.,billing,closed,low,2026-05-17 22:57:31,2026-05-20 02:57:31,2.0
2137,29,Especially citizen include again yourself player attorney.,feature_request,resolved,medium,2026-05-17 23:03:10,2026-05-19 11:03:10,2.0
2138,13,Fight turn nature determine reach concern do.,billing,closed,medium,2026-05-17 22:54:07,2026-05-19 22:54:07,2.0
2139,180,Among page hour man soldier later character.,feature_request,closed,low,2026-05-17 23:00:55,2026-05-23 18:00:55,4.0
2140,305,Might international smile mention draw how while.,feature_request,in_progress,medium,2026-05-17 22:51:50,,
2141,181,Mission chance market face line when.,feature_request,in_progress,critical,2026-05-17 22:52:44,,
2142,443,Speech under piece speech generation general.,onboarding,resolved,low,2026-05-17 22:44:50,2026-05-19 23:44:50,3.0
2143,452,Choose not guess red your.,onboarding,resolved,medium,2026-05-17 22:47:15,2026-05-19 03:47:15,2.0
2144,386,Citizen remember even quickly.,feature_request,resolved,high,2026-05-17 22:50:47,2026-05-18 18:50:47,2.0
2145,363,Hold remember population federal center medical.,onboarding,resolved,critical,2026-05-17 22:51:00,2026-05-18 06:51:00,2.0
2146,49,Dinner reveal between growth without debate community such.,onboarding,resolved,high,2026-05-17 22:40:58,2026-05-18 11:40:58,4.0
2147,55,Performance sell we participant yourself blood animal however.,onboarding,resolved,medium,2026-05-17 22:48:17,2026-05-20 12:48:17,4.0
2148,122,Social center later.,feature_request,resolved,high,2026-05-17 22:57:53,2026-05-18 06:57:53,4.0
2149,413,Cold statement listen glass base appear security.,feature_request,resolved,low,2026-05-17 22:46:31,2026-05-19 22:46:31,4.0
2150,211,How ask situation citizen rather.,onboarding,closed,medium,2026-05-17 22:49:15,2026-05-18 17:49:15,3.0
2151,477,Land prove discover.,feature_request,in_progress,low,2026-05-17 22:55:35,,
2152,452,Western easy fire watch.,technical,closed,medium,2026-05-17 22:43:26,2026-05-20 20:43:26,2.0
2153,424,Impact rule Congress.,feature_request,resolved,high,2026-05-17 22:52:45,2026-05-18 15:52:45,3.0
2154,425,Memory land by standard.,feature_request,resolved,low,2026-05-17 23:01:08,2026-05-22 21:01:08,2.0
2155,271,Effect movie detail meet lay.,feature_request,in_progress,high,2026-05-17 23:01:38,,
2156,334,Upon charge war.,onboarding,resolved,medium,2026-05-17 22:57:06,2026-05-19 01:57:06,1.0
2157,66,Key issue born war figure treat who.,onboarding,resolved,low,2026-05-17 22:50:27,2026-05-19 11:50:27,5.0
2158,338,Few PM single my believe catch.,technical,resolved,high,2026-05-17 22:49:44,2026-05-18 10:49:44,4.0
2159,316,Blue science expert north.,technical,in_progress,high,2026-05-17 22:54:29,,
2160,128,Learn leg trial never student approach.,billing,resolved,high,2026-05-17 22:46:01,2026-05-18 21:46:01,5.0
2161,102,Foot child program do involve black.,billing,closed,low,2026-05-17 22:45:48,2026-05-21 16:45:48,4.0
2162,461,Doctor risk control alone interesting evening want.,technical,in_progress,high,2026-05-17 22:39:40,,
2163,293,Eye authority base lead fund.,technical,in_progress,critical,2026-05-17 22:48:53,,
2164,458,Up quality response management above.,technical,open,high,2026-05-17 22:46:46,,
2165,497,During responsibility name.,billing,resolved,high,2026-05-17 22:54:58,2026-05-18 21:54:58,4.0
2166,327,Easy determine civil international bank quickly.,onboarding,resolved,medium,2026-05-17 22:46:05,2026-05-18 11:46:05,4.0
2167,202,Under example rule every.,onboarding,closed,low,2026-05-17 23:00:54,2026-05-22 09:00:54,5.0
2168,379,Rich evidence military staff.,onboarding,resolved,low,2026-05-17 23:01:33,2026-05-22 10:01:33,4.0
2169,440,Great understand image cover.,billing,resolved,critical,2026-05-17 22:58:36,2026-05-18 04:58:36,3.0
2170,296,Money a here lose key money.,feature_request,open,medium,2026-05-17 22:40:52,,
2171,241,Relationship scene those experience suddenly nice card.,onboarding,resolved,medium,2026-05-17 22:49:24,2026-05-20 00:49:24,2.0
2172,376,Vote word free everything fill.,onboarding,resolved,medium,2026-05-17 22:47:53,2026-05-20 14:47:53,5.0
2173,357,Decision school figure argue group network accept.,feature_request,in_progress,medium,2026-05-17 22:53:34,,
2174,377,Work staff cover sort soldier management friend couple.,technical,resolved,critical,2026-05-17 22:56:54,2026-05-18 02:56:54,4.0
2175,487,Note law identify boy personal voice space.,technical,resolved,high,2026-05-17 22:59:31,2026-05-18 10:59:31,5.0
2176,443,Water month every.,technical,open,low,2026-05-17 22:52:45,,
2177,217,Small easy although would soon.,feature_request,resolved,medium,2026-05-17 22:46:02,2026-05-18 12:46:02,5.0
2178,439,Chance western the.,technical,open,critical,2026-05-17 22:59:07,,
2179,451,While never campaign actually provide.,feature_request,resolved,low,2026-05-17 22:49:33,2026-05-20 03:49:33,3.0
2180,286,Everything somebody I maybe laugh notice help.,technical,resolved,high,2026-05-17 22:56:18,2026-05-18 06:56:18,5.0
2181,43,Parent let different hear market.,technical,resolved,medium,2026-05-17 22:50:24,2026-05-19 10:50:24,4.0
2182,413,Act method political itself herself.,onboarding,resolved,high,2026-05-17 22:57:29,2026-05-18 04:57:29,4.0
2183,34,Close hair maybe ready wife buy world knowledge.,billing,in_progress,high,2026-05-17 22:40:33,,
2184,46,Dog deep purpose store our.,technical,in_progress,high,2026-05-17 22:53:14,,
2185,373,Difference common trial behavior purpose court success.,technical,resolved,critical,2026-05-17 22:48:29,2026-05-18 03:48:29,3.0
2186,296,Enjoy person other series author pick involve.,feature_request,resolved,critical,2026-05-17 23:01:07,2026-05-18 04:01:07,2.0
2187,75,Between above thing present as country after.,technical,closed,low,2026-05-17 23:03:17,2026-05-20 01:03:17,5.0
2188,293,She by night determine.,billing,in_progress,medium,2026-05-17 23:00:46,,
2189,1,Street next good history positive arm because believe.,billing,resolved,low,2026-05-17 22:43:43,2026-05-21 00:43:43,4.0
2190,120,Interview situation under issue.,feature_request,resolved,high,2026-05-17 22:50:21,2026-05-18 18:50:21,4.0
2191,399,Charge should cause never leave third listen food.,feature_request,open,high,2026-05-17 22:52:47,,
2192,464,Happy she become care.,onboarding,resolved,low,2026-05-17 22:41:07,2026-05-20 00:41:07,5.0
2193,201,Billion involve also.,onboarding,resolved,low,2026-05-17 22:44:04,2026-05-19 08:44:04,5.0
2194,171,Left partner data budget.,onboarding,resolved,high,2026-05-17 23:00:14,2026-05-18 12:00:14,3.0
2195,308,Look create security ability together southern.,onboarding,resolved,medium,2026-05-17 23:02:02,2026-05-19 08:02:02,5.0
2196,327,Blood begin everyone house.,billing,closed,medium,2026-05-17 22:54:38,2026-05-18 20:54:38,5.0
2197,433,Season start poor rise move.,onboarding,resolved,high,2026-05-17 23:00:08,2026-05-18 08:00:08,3.0
2198,366,Discover in large community couple sense.,feature_request,open,medium,2026-05-17 22:56:46,,
2199,118,Cost others prepare debate one agent soon.,feature_request,in_progress,medium,2026-05-17 22:50:51,,
2200,186,Travel occur situation save mind.,feature_request,resolved,medium,2026-05-17 23:02:48,2026-05-19 08:02:48,5.0
2201,43,Summer population well hot well.,technical,resolved,medium,2026-05-17 22:41:22,2026-05-18 14:41:22,5.0
2202,217,Term security test require clear name represent.,billing,resolved,medium,2026-05-17 22:58:24,2026-05-19 19:58:24,5.0
2203,203,Main writer great move dream.,technical,resolved,medium,2026-05-17 22:54:48,2026-05-19 21:54:48,5.0
